                time                   J                  Ks                   I                   V                   i                   U                   K                   r                   R                   g                   z                   B                   H
       84987.0536633       19.4778909928       19.2805314586       20.4448446284       22.3244652613       20.5878435217       25.9680049223       19.2886493964       21.5709186812       21.3030279761       23.4099210768         20.26709328       23.9628326617       19.2555262427
        85256.170957       19.4877752151        19.285357845       20.4612253705       22.3499110604        20.605003316       26.0081125112       19.2933637492       21.5929631725       21.3238040669       23.4399685613       20.2824683576       23.9951302327       19.2623904477
       85526.1404289       19.4977253136        19.290224464       20.4777031012       22.3754956693       20.6222637367       26.0484258155       19.2981177541       21.6151308748       21.3446975319       23.4701758934        20.297935706       24.0275979232       19.2693053725
       85796.9647776       19.5077341046       19.2951229735       20.4942710704       22.4012117518       20.6396180276       26.0889352759       19.3029030332       21.6374147863       21.3657014632       23.5005351395       20.3134885675       24.0602274642       19.2762632477
         86068.64671       19.5177998352       19.3000515516        20.510928392       22.4270606292       20.6570654532         26.12964709       19.3077177701       21.6598152953       21.3868159304       23.5310490297       20.3291258746       24.0930223231       19.2832622045
       86341.1889417       19.5279150479       19.3050099488       20.5276588034       22.4530143278        20.674588722       26.1705151376       19.3125618794       21.6823087619       21.4080189265        23.561683815       20.3448327005       24.1259459567       19.2902990455
        86614.594197        19.538096206       19.3100088647        20.544485939       22.4791061493       20.6922123134       26.2115876731        19.317445931       21.7049249014       21.4293388171       23.5924775761       20.3606315843       24.1590387535       19.2973868138
       86888.8652086       19.5483433343       19.3150449958       20.5614126471        22.505341283       20.7099393353       26.2528721031       19.3223665331       21.7276681743       21.4507797514       23.6234363083       20.3765250183       24.1923070523       19.3045236937
       87164.0047181       19.5586486313       19.3201119907       20.5784298996       22.5317097423        20.727760649       26.2943576419       19.3273173728       21.7505288808        21.472332156       23.6545497243       20.3925041268       24.2257404428       19.3117026873
       87440.0154756       19.5690147433       19.3252153543       20.5955377997       22.5582093377       20.7456761147       26.3360396467       19.3323040294        21.773505574       21.4939948919       23.6858147737       20.4085693434       24.2593354942       19.3189280336
       87716.9002399       19.5794282661       19.3303467956       20.6127164026       22.5848111213       20.7636650078       26.3778749956       19.3373183251       21.7965726642       21.5157436284       23.7171980052       20.4247017321       24.2930565711       19.3261893815
       87994.6617787       19.5899084606       19.3355158596       20.6299960316       22.6115591322       20.7817588961       26.4199277057       19.3423695763       21.8197692204       21.5376155319       23.7487499363       20.4409299864       24.3269572771       19.3335003293
       88273.3028683       19.6004490546       19.3407171964       20.6473691447       22.6384440925       20.7999500847       26.4621860162       19.3474524521       21.8430866024       21.5596022051       23.7804604608       20.4572467621        24.361027117       19.3408551683
       88552.8262939       19.6110513429       19.3459564146       20.6648325277       22.6654577331       20.8182348784       26.5046349157       19.3525726666       21.8665183146       21.5816978473       23.8123190724       20.4736494828       24.3952545408        19.348257668
       88833.2348495       19.6217173219       19.3512332802       20.6823911364       22.6926092807        20.836618594       26.5472907621       19.3577299372        21.890071965       21.6039094673       23.8443372124       20.4901426398       24.4296520815       19.3557084843
       89114.5313379       19.6324377908       19.3565395061       20.7000337585        22.719883752       20.8550897312       26.5901314126        19.362915989       21.9137340794       21.6262241283       23.8764977344       20.5067153799       24.4642014983       19.3631990456
       89396.7185707       19.6432186932       19.3618774855       20.7177707785       22.7472975656          20.8736592         26.63318262       19.3681331352       21.9375188335        21.648655163       23.9088200483       20.5233774071       24.4989236447       19.3707331874
       89679.7993687       19.6540620072        19.367254028       20.7355982248       22.7748387648       20.8923223305       26.6764199416       19.3733882951       21.9614172341       21.6711946924        23.941288235       20.5401256555       24.5338006801       19.3783157479
       89963.7765612       19.6649695524       19.3726695078       20.7535203933        22.802515794       20.9110837498       26.7198591547       19.3786818169       21.9854361047       21.6938489522       23.9739130049       20.5569640028       24.5688444415       19.3859476211
